method,damping,step,time,position_error,orientation_error,max_dq,condition_number,clipped
mink,,971,1.942,0.0113753,0.0152226,0.0523744,21.4613,0
mink,,972,1.944,0.0113756,0.0152242,0.0523995,21.4918,0
mink,,973,1.946,0.0113758,0.0152258,0.0524245,21.5224,0
mink,,974,1.948,0.0113761,0.0152274,0.0524494,21.5531,0
mink,,975,1.95,0.0113763,0.0152291,0.0524741,21.5839,0
mink,,976,1.952,0.0113765,0.0152307,0.0524988,21.6149,0
mink,,977,1.954,0.0113767,0.0152323,0.0525234,21.6459,0
mink,,978,1.956,0.0113769,0.0152339,0.0525478,21.6771,0
mink,,979,1.958,0.011377,0.0152355,0.0525722,21.7083,0
mink,,980,1.96,0.0113772,0.0152371,0.0525964,21.7397,0
mink,,981,1.962,0.0113774,0.0152387,0.0526205,21.7712,0
mink,,982,1.964,0.0113775,0.0152403,0.0526446,21.8028,0
mink,,983,1.966,0.0113777,0.0152419,0.0526685,21.8345,0
mink,,984,1.968,0.0113778,0.0152435,0.0526923,21.8663,0
mink,,985,1.97,0.0113779,0.0152451,0.052716,21.8983,0
mink,,986,1.972,0.011378,0.0152467,0.0527395,21.9303,0
mink,,987,1.974,0.0113781,0.0152482,0.052763,21.9625,0
mink,,988,1.976,0.0113782,0.0152498,0.0527864,21.9948,0
mink,,989,1.978,0.0113783,0.0152514,0.0528096,22.0271,0
mink,,990,1.98,0.0113784,0.015253,0.0528327,22.0597,0
mink,,991,1.982,0.0113784,0.0152545,0.0528557,22.0923,0
mink,,992,1.984,0.0113785,0.0152561,0.0528786,22.125,0
mink,,993,1.986,0.0113785,0.0152577,0.0529014,22.1579,0
mink,,994,1.988,0.0113785,0.0152592,0.0529241,22.1909,0
mink,,995,1.99,0.0113786,0.0152608,0.0529467,22.224,0
mink,,996,1.992,0.0113786,0.0152623,0.0529691,22.2572,0
mink,,997,1.994,0.0113786,0.0152639,0.0529914,22.2905,0
mink,,998,1.996,0.0113786,0.0152654,0.0530136,22.324,0
mink,,999,1.998,0.0113786,0.0152669,0.0530357,22.3575,0
mink,,1000,2.0,0.0113786,0.0152685,0.0530577,22.3912,0
mink,,1001,2.002,0.0113785,0.01527,0.0530795,22.425,0
mink,,1002,2.004,0.0113785,0.0152715,0.0531013,22.459,0
mink,,1003,2.006,0.0113785,0.0152731,0.0531229,22.493,0
mink,,1004,2.008,0.0113784,0.0152746,0.0531444,22.5272,0
mink,,1005,2.01,0.0113783,0.0152761,0.0531657,22.5615,0
mink,,1006,2.012,0.0113783,0.0152776,0.053187,22.596,0
mink,,1007,2.014,0.0113782,0.0152791,0.0532081,22.6305,0
mink,,1008,2.016,0.0113781,0.0152806,0.0532291,22.6652,0
mink,,1009,2.018,0.011378,0.0152821,0.05325,22.7,0
mink,,1010,2.02,0.0113779,0.0152836,0.0532708,22.7349,0
mink,,1011,2.022,0.0113778,0.0152851,0.0532914,22.77,0
mink,,1012,2.024,0.0113777,0.0152866,0.0533119,22.8052,0
mink,,1013,2.026,0.0113775,0.0152881,0.0533323,22.8405,0
mink,,1014,2.028,0.0113774,0.0152896,0.0533525,22.8759,0
mink,,1015,2.03,0.0113772,0.015291,0.0533727,22.9115,0
mink,,1016,2.032,0.0113771,0.0152925,0.0533927,22.9472,0
mink,,1017,2.034,0.0113769,0.015294,0.0534125,22.9831,0
mink,,1018,2.036,0.0113768,0.0152955,0.0534323,23.019,0
mink,,1019,2.038,0.0113766,0.0152969,0.0534519,23.0551,0
mink,,1020,2.04,0.0113764,0.0152984,0.0534714,23.0914,0
mink,,1021,2.042,0.0113762,0.0152998,0.0534907,23.1277,0
mink,,1022,2.044,0.011376,0.0153013,0.05351,23.1642,0
mink,,1023,2.046,0.0113758,0.0153027,0.0535291,23.2009,0
mink,,1024,2.048,0.0113756,0.0153042,0.053548,23.2376,0
mink,,1025,2.05,0.0113754,0.0153056,0.0535668,23.2745,0
mink,,1026,2.052,0.0113751,0.015307,0.0535855,23.3116,0
mink,,1027,2.054,0.0113749,0.0153085,0.0536041,23.3488,0
mink,,1028,2.056,0.0113746,0.0153099,0.0536225,23.3861,0
mink,,1029,2.058,0.0113744,0.0153113,0.0536408,23.4235,0
mink,,1030,2.06,0.0113741,0.0153127,0.053659,23.4611,0
mink,,1031,2.062,0.0113739,0.0153141,0.053677,23.4989,0
mink,,1032,2.064,0.0113736,0.0153156,0.0536948,23.5367,0
mink,,1033,2.066,0.0113733,0.015317,0.0537126,23.5748,0
mink,,1034,2.068,0.011373,0.0153184,0.0537302,23.6129,0
mink,,1035,2.07,0.0113727,0.0153198,0.0537476,23.6512,0
mink,,1036,2.072,0.0113724,0.0153212,0.053765,23.6897,0
mink,,1037,2.074,0.0113721,0.0153225,0.0537821,23.7282,0
mink,,1038,2.076,0.0113718,0.0153239,0.0537992,23.767,0
mink,,1039,2.078,0.0113715,0.0153253,0.0538161,23.8058,0
mink,,1040,2.08,0.0113712,0.0153267,0.0538328,23.8449,0
mink,,1041,2.082,0.0113708,0.0153281,0.0538494,23.884,0
mink,,1042,2.084,0.0113705,0.0153294,0.0538659,23.9233,0
mink,,1043,2.086,0.0113701,0.0153308,0.0538822,23.9628,0
mink,,1044,2.088,0.0113698,0.0153321,0.0538983,24.0024,0
mink,,1045,2.09,0.0113694,0.0153335,0.0539144,24.0422,0
mink,,1046,2.092,0.0113691,0.0153348,0.0539302,24.0821,0
mink,,1047,2.094,0.0113687,0.0153362,0.0539459,24.1221,0
mink,,1048,2.096,0.0113683,0.0153375,0.0539615,24.1624,0
mink,,1049,2.098,0.0113679,0.0153389,0.0539769,24.2027,0
mink,,1050,2.1,0.0113675,0.0153402,0.0539922,24.2432,0
mink,,1051,2.102,0.0113671,0.0153415,0.0540073,24.2839,0
mink,,1052,2.104,0.0113667,0.0153429,0.0540223,24.3247,0
mink,,1053,2.106,0.0113663,0.0153442,0.0540371,24.3657,0
mink,,1054,2.108,0.0113659,0.0153455,0.0540517,24.4068,0
mink,,1055,2.11,0.0113655,0.0153468,0.0540662,24.4481,0
mink,,1056,2.112,0.0113651,0.0153481,0.0540806,24.4896,0
mink,,1057,2.114,0.0113646,0.0153494,0.0540948,24.5312,0
mink,,1058,2.116,0.0113642,0.0153507,0.0541088,24.5729,0
mink,,1059,2.118,0.0113638,0.015352,0.0541227,24.6149,0
mink,,1060,2.12,0.0113633,0.0153533,0.0541364,24.657,0
mink,,1061,2.122,0.0113629,0.0153546,0.0541499,24.6992,0
mink,,1062,2.124,0.0113624,0.0153558,0.0541633,24.7416,0
mink,,1063,2.126,0.0113619,0.0153571,0.0541765,24.7842,0
mink,,1064,2.128,0.0113615,0.0153584,0.0541896,24.8269,0
mink,,1065,2.13,0.011361,0.0153596,0.0542024,24.8698,0
mink,,1066,2.132,0.0113605,0.0153609,0.0542152,24.9129,0
mink,,1067,2.134,0.0113601,0.0153621,0.0542277,24.9561,0
mink,,1068,2.136,0.0113596,0.0153634,0.0542401,24.9995,0
mink,,1069,2.138,0.0113591,0.0153646,0.0542523,25.043,0
mink,,1070,2.14,0.0113586,0.0153659,0.0542644,25.0868,0
mink,,1071,2.142,0.0113581,0.0153671,0.0542763,25.1307,0
mink,,1072,2.144,0.0113576,0.0153683,0.054288,25.1747,0
mink,,1073,2.146,0.0113571,0.0153696,0.0542995,25.219,0
mink,,1074,2.148,0.0113566,0.0153708,0.0543109,25.2634,0
mink,,1075,2.15,0.011356,0.015372,0.0543221,25.308,0
mink,,1076,2.152,0.0113555,0.0153732,0.0543331,25.3527,0
mink,,1077,2.154,0.011355,0.0153744,0.0543439,25.3977,0
mink,,1078,2.156,0.0113545,0.0153756,0.0543546,25.4428,0
mink,,1079,2.158,0.0113539,0.0153768,0.0543651,25.488,0
mink,,1080,2.16,0.0113534,0.015378,0.0543754,25.5335,0
mink,,1081,2.162,0.0113528,0.0153792,0.0543855,25.5791,0
mink,,1082,2.164,0.0113523,0.0153804,0.0543954,25.6249,0
mink,,1083,2.166,0.0113517,0.0153816,0.0544052,25.6709,0
mink,,1084,2.168,0.0113512,0.0153827,0.0544147,25.7171,0
mink,,1085,2.17,0.0113506,0.0153839,0.0544241,25.7634,0
mink,,1086,2.172,0.0113501,0.0153851,0.0544333,25.81,0
mink,,1087,2.174,0.0113495,0.0153862,0.0544423,25.8567,0
mink,,1088,2.176,0.0113489,0.0153874,0.0544511,25.9036,0
mink,,1089,2.178,0.0113484,0.0153885,0.0544598,25.9507,0
mink,,1090,2.18,0.0113478,0.0153896,0.0544682,25.9979,0
mink,,1091,2.182,0.0113472,0.0153908,0.0544765,26.0454,0
mink,,1092,2.184,0.0113466,0.0153919,0.0544845,26.093,0
mink,,1093,2.186,0.0113461,0.015393,0.0544924,26.1409,0
mink,,1094,2.188,0.0113455,0.0153942,0.0545,26.1889,0
mink,,1095,2.19,0.0113449,0.0153953,0.0545075,26.2371,0
mink,,1096,2.192,0.0113443,0.0153964,0.0545148,26.2855,0
mink,,1097,2.194,0.0113437,0.0153975,0.0545218,26.3341,0
mink,,1098,2.196,0.0113431,0.0153986,0.0545287,26.3828,0
mink,,1099,2.198,0.0113425,0.0153997,0.0545354,26.4318,0
mink,,1100,2.2,0.0113419,0.0154008,0.0545418,26.481,0
mink,,1101,2.202,0.0113413,0.0154018,0.0545481,26.5303,0
mink,,1102,2.204,0.0113407,0.0154029,0.0545541,26.5799,0
mink,,1103,2.206,0.0113401,0.015404,0.05456,26.6297,0
mink,,1104,2.208,0.0113395,0.0154051,0.0545656,26.6796,0
mink,,1105,2.21,0.0113388,0.0154061,0.054571,26.7298,0
mink,,1106,2.212,0.0113382,0.0154072,0.0545762,26.7801,0
mink,,1107,2.214,0.0113376,0.0154082,0.0545812,26.8307,0
mink,,1108,2.216,0.011337,0.0154093,0.054586,26.8814,0
mink,,1109,2.218,0.0113364,0.0154103,0.0545906,26.9324,0
mink,,1110,2.22,0.0113357,0.0154113,0.0545949,26.9836,0
mink,,1111,2.222,0.0113351,0.0154124,0.0545991,27.0349,0
mink,,1112,2.224,0.0113345,0.0154134,0.054603,27.0865,0
mink,,1113,2.226,0.0113339,0.0154144,0.0546067,27.1383,0
mink,,1114,2.228,0.0113332,0.0154154,0.0546101,27.1903,0
mink,,1115,2.23,0.0113326,0.0154164,0.0546134,27.2425,0
mink,,1116,2.232,0.011332,0.0154174,0.0546164,27.2949,0
mink,,1117,2.234,0.0113313,0.0154184,0.0546192,27.3475,0
mink,,1118,2.236,0.0113307,0.0154194,0.0546217,27.4003,0
mink,,1119,2.238,0.0113301,0.0154204,0.0546241,27.4534,0
mink,,1120,2.24,0.0113294,0.0154214,0.0546262,27.5066,0
mink,,1121,2.242,0.0113288,0.0154224,0.054628,27.5601,0
mink,,1122,2.244,0.0113281,0.0154233,0.0546296,27.6138,0
mink,,1123,2.246,0.0113275,0.0154243,0.054631,27.6677,0
mink,,1124,2.248,0.0113269,0.0154252,0.0546322,27.7218,0
mink,,1125,2.25,0.0113262,0.0154262,0.0546331,27.7762,0
mink,,1126,2.252,0.0113256,0.0154271,0.0546338,27.8308,0
mink,,1127,2.254,0.0113249,0.0154281,0.0546342,27.8855,0
mink,,1128,2.256,0.0113243,0.015429,0.0546344,27.9405,0
mink,,1129,2.258,0.0113237,0.0154299,0.0546343,27.9958,0
mink,,1130,2.26,0.011323,0.0154309,0.054634,28.0512,0
mink,,1131,2.262,0.0113224,0.0154318,0.0546335,28.1069,0
mink,,1132,2.264,0.0113217,0.0154327,0.0546326,28.1628,0
mink,,1133,2.266,0.0113211,0.0154336,0.0546316,28.219,0
mink,,1134,2.268,0.0113204,0.0154345,0.0546303,28.2753,0
mink,,1135,2.27,0.0113198,0.0154354,0.0546287,28.3319,0
mink,,1136,2.272,0.0113191,0.0154363,0.0546268,28.3888,0
mink,,1137,2.274,0.0113185,0.0154372,0.0546247,28.4458,0
mink,,1138,2.276,0.0113179,0.015438,0.0546224,28.5031,0
mink,,1139,2.278,0.0113172,0.0154389,0.0546198,28.5607,0
mink,,1140,2.28,0.0113166,0.0154398,0.0546169,28.6184,0
mink,,1141,2.282,0.0113159,0.0154406,0.0546137,28.6764,0
mink,,1142,2.284,0.0113153,0.0154415,0.0546103,28.7347,0
mink,,1143,2.286,0.0113146,0.0154423,0.0546066,28.7931,0
mink,,1144,2.288,0.011314,0.0154432,0.0546026,28.8519,0
mink,,1145,2.29,0.0113134,0.015444,0.0545984,28.9108,0
mink,,1146,2.292,0.0113127,0.0154448,0.0545938,28.97,0
mink,,1147,2.294,0.0113121,0.0154456,0.054589,29.0295,0
mink,,1148,2.296,0.0113115,0.0154465,0.0545839,29.0892,0
mink,,1149,2.298,0.0113108,0.0154473,0.0545786,29.1491,0
mink,,1150,2.3,0.0113102,0.0154481,0.0545729,29.2093,0
mink,,1151,2.302,0.0113096,0.0154489,0.054567,29.2697,0
mink,,1152,2.304,0.0113089,0.0154497,0.0545607,29.3304,0
mink,,1153,2.306,0.0113083,0.0154504,0.0545542,29.3913,0
mink,,1154,2.308,0.0113077,0.0154512,0.0545474,29.4525,0
mink,,1155,2.31,0.011307,0.015452,0.0545403,29.514,0
mink,,1156,2.312,0.0113064,0.0154528,0.0545329,29.5757,0
mink,,1157,2.314,0.0113058,0.0154535,0.0545252,29.6376,0
mink,,1158,2.316,0.0113052,0.0154543,0.0545172,29.6998,0
mink,,1159,2.318,0.0113045,0.015455,0.0545088,29.7623,0
mink,,1160,2.32,0.0113039,0.0154558,0.0545002,29.825,0
mink,,1161,2.322,0.0113033,0.0154565,0.0544913,29.888,0
mink,,1162,2.324,0.0113027,0.0154572,0.054482,29.9512,0
mink,,1163,2.326,0.0113021,0.015458,0.0544725,30.0147,0
mink,,1164,2.328,0.0113015,0.0154587,0.0544626,30.0785,0
mink,,1165,2.33,0.0113009,0.0154594,0.0544524,30.1426,0
mink,,1166,2.332,0.0113003,0.0154601,0.0544419,30.2069,0
mink,,1167,2.334,0.0112997,0.0154608,0.0544311,30.2714,0
mink,,1168,2.336,0.0112991,0.0154615,0.0544199,30.3363,0
mink,,1169,2.338,0.0112985,0.0154622,0.0544084,30.4014,0
mink,,1170,2.34,0.0112979,0.0154628,0.0543966,30.4668,0
mink,,1171,2.342,0.0112973,0.0154635,0.0543844,30.5324,0
mink,,1172,2.344,0.0112967,0.0154642,0.054372,30.5983,0
mink,,1173,2.346,0.0112961,0.0154648,0.0543591,30.6645,0
mink,,1174,2.348,0.0112956,0.0154655,0.054346,30.731,0
mink,,1175,2.35,0.011295,0.0154661,0.0543325,30.7978,0
mink,,1176,2.352,0.0112944,0.0154668,0.0543186,30.8648,0
mink,,1177,2.354,0.0112938,0.0154674,0.0543044,30.9321,0
mink,,1178,2.356,0.0112933,0.015468,0.0542899,30.9997,0
mink,,1179,2.358,0.0112927,0.0154687,0.054275,31.0676,0
mink,,1180,2.36,0.0112921,0.0154693,0.0542598,31.1358,0
mink,,1181,2.362,0.0112916,0.0154699,0.0542441,31.2042,0
mink,,1182,2.364,0.011291,0.0154705,0.0542282,31.273,0
mink,,1183,2.366,0.0112905,0.0154711,0.0542118,31.342,0
mink,,1184,2.368,0.0112899,0.0154717,0.0541951,31.4113,0
mink,,1185,2.37,0.0112894,0.0154723,0.0541781,31.4809,0
mink,,1186,2.372,0.0112889,0.0154728,0.0541606,31.5508,0
mink,,1187,2.374,0.0112883,0.0154734,0.0541428,31.621,0
mink,,1188,2.376,0.0112878,0.015474,0.0541246,31.6915,0
mink,,1189,2.378,0.0112873,0.0154745,0.0541061,31.7622,0
mink,,1190,2.38,0.0112868,0.0154751,0.0540871,31.8333,0
mink,,1191,2.382,0.0112862,0.0154756,0.0540678,31.9047,0
mink,,1192,2.384,0.0112857,0.0154761,0.0540481,31.9764,0
mink,,1193,2.386,0.0112852,0.0154767,0.054028,32.0483,0
mink,,1194,2.388,0.0112847,0.0154772,0.0540075,32.1206,0
mink,,1195,2.39,0.0112842,0.0154777,0.0539866,32.1932,0
mink,,1196,2.392,0.0112837,0.0154782,0.0539653,32.2661,0
mink,,1197,2.394,0.0112832,0.0154787,0.0539436,32.3392,0
mink,,1198,2.396,0.0112828,0.0154792,0.0539214,32.4127,0
mink,,1199,2.398,0.0112823,0.0154797,0.0538989,32.4865,0
mink,,1200,2.4,0.0112818,0.0154802,0.053876,32.5606,0
mink,,1201,2.402,0.0112814,0.0154807,0.0538527,32.6351,0
mink,,1202,2.404,0.0112809,0.0154811,0.0538289,32.7098,0
mink,,1203,2.406,0.0112804,0.0154816,0.0538047,32.7849,0
mink,,1204,2.408,0.01128,0.0154821,0.0537801,32.8602,0
mink,,1205,2.41,0.0112795,0.0154825,0.0537551,32.9359,0
mink,,1206,2.412,0.0112791,0.0154829,0.0537296,33.0119,0
mink,,1207,2.414,0.0112787,0.0154834,0.0537037,33.0882,0
mink,,1208,2.416,0.0112782,0.0154838,0.0536774,33.1648,0
mink,,1209,2.418,0.0112778,0.0154842,0.0536506,33.2418,0
mink,,1210,2.42,0.0112774,0.0154846,0.0536234,33.3191,0
mink,,1211,2.422,0.011277,0.0154851,0.0535957,33.3967,0
mink,,1212,2.424,0.0112766,0.0154855,0.0535676,33.4746,0
mink,,1213,2.426,0.0112762,0.0154858,0.053539,33.5528,0
mink,,1214,2.428,0.0112758,0.0154862,0.05351,33.6314,0
mink,,1215,2.43,0.0112754,0.0154866,0.0534805,33.7103,0
mink,,1216,2.432,0.011275,0.015487,0.0534506,33.7896,0
mink,,1217,2.434,0.0112747,0.0154874,0.0534202,33.8691,0
mink,,1218,2.436,0.0112743,0.0154877,0.0533893,33.949,0
mink,,1219,2.438,0.0112739,0.0154881,0.0533579,34.0293,0
mink,,1220,2.44,0.0112736,0.0154884,0.0533261,34.1098,0
mink,,1221,2.442,0.0112732,0.0154888,0.0532938,34.1907,0
mink,,1222,2.444,0.0112729,0.0154891,0.053261,34.272,0
mink,,1223,2.446,0.0112725,0.0154894,0.0532277,34.3536,0
mink,,1224,2.448,0.0112722,0.0154897,0.0531939,34.4355,0
mink,,1225,2.45,0.0112719,0.0154901,0.0531596,34.5178,0
mink,,1226,2.452,0.0112716,0.0154904,0.0531248,34.6004,0
mink,,1227,2.454,0.0112713,0.0154907,0.0530896,34.6833,0
mink,,1228,2.456,0.011271,0.0154909,0.0530538,34.7666,0
mink,,1229,2.458,0.0112707,0.0154912,0.0530175,34.8502,0
mink,,1230,2.46,0.0112704,0.0154915,0.0529807,34.9342,0
mink,,1231,2.462,0.0112701,0.0154918,0.0529434,35.0186,0
mink,,1232,2.464,0.0112698,0.015492,0.0529055,35.1032,0
mink,,1233,2.466,0.0112696,0.0154923,0.0528671,35.1883,0
mink,,1234,2.468,0.0112693,0.0154926,0.0528282,35.2737,0
mink,,1235,2.47,0.0112691,0.0154928,0.0527888,35.3594,0
mink,,1236,2.472,0.0112688,0.015493,0.0527488,35.4455,0
mink,,1237,2.474,0.0112686,0.0154933,0.0527083,35.5319,0
mink,,1238,2.476,0.0112684,0.0154935,0.0526673,35.6187,0
mink,,1239,2.478,0.0112682,0.0154937,0.0526257,35.7059,0
mink,,1240,2.48,0.011268,0.0154939,0.0525835,35.7934,0
mink,,1241,2.482,0.0112677,0.0154941,0.0525408,35.8813,0
mink,,1242,2.484,0.0112676,0.0154943,0.0524975,35.9695,0
mink,,1243,2.486,0.0112674,0.0154945,0.0524537,36.0581,0
mink,,1244,2.488,0.0112672,0.0154947,0.0524093,36.1471,0
mink,,1245,2.49,0.011267,0.0154949,0.0523643,36.2364,0
mink,,1246,2.492,0.0112669,0.015495,0.0523188,36.3261,0
mink,,1247,2.494,0.0112667,0.0154952,0.0522727,36.4161,0
mink,,1248,2.496,0.0112666,0.0154953,0.0522259,36.5066,0
mink,,1249,2.498,0.0112664,0.0154955,0.0521786,36.5973,0
mink,,1250,2.5,0.0112663,0.0154956,0.0521307,36.6885,0
mink,,1251,2.502,0.0112662,0.0154958,0.0520823,36.78,0
mink,,1252,2.504,0.0112661,0.0154959,0.0520332,36.8719,0
mink,,1253,2.506,0.0112659,0.015496,0.0519835,36.9642,0
mink,,1254,2.508,0.0112659,0.0154961,0.0519332,37.0568,0
mink,,1255,2.51,0.0112658,0.0154962,0.0518822,37.1498,0
mink,,1256,2.512,0.0112657,0.0154963,0.0518307,37.2432,0
mink,,1257,2.514,0.0112656,0.0154964,0.0517785,37.337,0
mink,,1258,2.516,0.0112656,0.0154965,0.0517258,37.4311,0
mink,,1259,2.518,0.0112655,0.0154966,0.0516724,37.5256,0
mink,,1260,2.52,0.0112655,0.0154966,0.0516183,37.6205,0
mink,,1261,2.522,0.0112654,0.0154967,0.0515636,37.7158,0
mink,,1262,2.524,0.0112654,0.0154968,0.0515083,37.8114,0
mink,,1263,2.526,0.0112654,0.0154968,0.0514523,37.9074,0
mink,,1264,2.528,0.0112654,0.0154969,0.0513957,38.0038,0
mink,,1265,2.53,0.0112654,0.0154969,0.0513384,38.1006,0
mink,,1266,2.532,0.0112654,0.0154969,0.0512805,38.1978,0
mink,,1267,2.534,0.0112654,0.0154969,0.0512218,38.2953,0
mink,,1268,2.536,0.0112654,0.015497,0.0511626,38.3933,0
mink,,1269,2.538,0.0112654,0.015497,0.0511026,38.4916,0
mink,,1270,2.54,0.0112655,0.015497,0.051042,38.5903,0
mink,,1271,2.542,0.0112655,0.015497,0.0509807,38.6893,0
mink,,1272,2.544,0.0112656,0.015497,0.0509187,38.7888,0
mink,,1273,2.546,0.0112657,0.0154969,0.050856,38.8886,0
mink,,1274,2.548,0.0112658,0.0154969,0.0507926,38.9889,0
mink,,1275,2.55,0.0112658,0.0154969,0.0507285,39.0895,0
mink,,1276,2.552,0.0112659,0.0154968,0.0506637,39.1905,0
mink,,1277,2.554,0.011266,0.0154968,0.0505983,39.2919,0
mink,,1278,2.556,0.0112662,0.0154967,0.0505321,39.3937,0
mink,,1279,2.558,0.0112663,0.0154967,0.0504651,39.4958,0
mink,,1280,2.56,0.0112664,0.0154966,0.0503975,39.5984,0
mink,,1281,2.562,0.0112666,0.0154965,0.0503291,39.7013,0
mink,,1282,2.564,0.0112667,0.0154965,0.05026,39.8046,0
mink,,1283,2.566,0.0112669,0.0154964,0.0501902,39.9083,0
mink,,1284,2.568,0.0112671,0.0154963,0.0501196,40.0124,0
mink,,1285,2.57,0.0112672,0.0154962,0.0500483,40.1169,0
mink,,1286,2.572,0.0112674,0.0154961,0.0499762,40.2218,0
mink,,1287,2.574,0.0112676,0.015496,0.0499034,40.327,0
mink,,1288,2.576,0.0112678,0.0154959,0.0498299,40.4327,0
mink,,1289,2.578,0.011268,0.0154957,0.0497555,40.5387,0
mink,,1290,2.58,0.0112683,0.0154956,0.0496804,40.6452,0
mink,,1291,2.582,0.0112685,0.0154955,0.0496046,40.752,0
mink,,1292,2.584,0.0112688,0.0154953,0.0495279,40.8592,0
mink,,1293,2.586,0.011269,0.0154952,0.0494505,40.9667,0
mink,,1294,2.588,0.0112693,0.015495,0.0493723,41.0747,0
mink,,1295,2.59,0.0112695,0.0154948,0.0492934,41.1831,0
mink,,1296,2.592,0.0112698,0.0154947,0.0492136,41.2918,0
mink,,1297,2.594,0.0112701,0.0154945,0.049133,41.4009,0
mink,,1298,2.596,0.0112704,0.0154943,0.0490517,41.5104,0
mink,,1299,2.598,0.0112707,0.0154941,0.0489695,41.6203,0
mink,,1300,2.6,0.011271,0.0154939,0.0488865,41.7306,0
mink,,1301,2.602,0.0112714,0.0154937,0.0488027,41.8413,0
mink,,1302,2.604,0.0112717,0.0154935,0.0487181,41.9523,0
mink,,1303,2.606,0.011272,0.0154933,0.0486327,42.0637,0
mink,,1304,2.608,0.0112724,0.0154931,0.0485465,42.1756,0
mink,,1305,2.61,0.0112728,0.0154929,0.0484594,42.2877,0
mink,,1306,2.612,0.0112731,0.0154926,0.0483715,42.4003,0
mink,,1307,2.614,0.0112735,0.0154924,0.0482828,42.5132,0
mink,,1308,2.616,0.0112739,0.0154921,0.0481932,42.6266,0
mink,,1309,2.618,0.0112743,0.0154919,0.0481028,42.7403,0
mink,,1310,2.62,0.0112747,0.0154916,0.0480116,42.8543,0
mink,,1311,2.622,0.0112751,0.0154914,0.0479194,42.9688,0
mink,,1312,2.624,0.0112755,0.0154911,0.0478265,43.0836,0
mink,,1313,2.626,0.0112759,0.0154908,0.0477327,43.1988,0
mink,,1314,2.628,0.0112764,0.0154905,0.047638,43.3143,0
mink,,1315,2.63,0.0112768,0.0154902,0.0475424,43.4302,0
mink,,1316,2.632,0.0112773,0.0154899,0.047446,43.5465,0
mink,,1317,2.634,0.0112777,0.0154896,0.0473487,43.6632,0
mink,,1318,2.636,0.0112782,0.0154893,0.0472506,43.7802,0
mink,,1319,2.638,0.0112787,0.015489,0.0471515,43.8976,0
mink,,1320,2.64,0.0112792,0.0154887,0.0470516,44.0153,0
mink,,1321,2.642,0.0112797,0.0154884,0.0469508,44.1334,0
mink,,1322,2.644,0.0112802,0.0154881,0.0468491,44.2519,0
mink,,1323,2.646,0.0112807,0.0154877,0.0467465,44.3707,0
mink,,1324,2.648,0.0112812,0.0154874,0.046643,44.4898,0
mink,,1325,2.65,0.0112817,0.015487,0.0465386,44.6093,0
mink,,1326,2.652,0.0112823,0.0154867,0.0464334,44.7292,0
mink,,1327,2.654,0.0112828,0.0154863,0.0463272,44.8494,0
mink,,1328,2.656,0.0112833,0.015486,0.0462201,44.9699,0
mink,,1329,2.658,0.0112839,0.0154856,0.0461121,45.0908,0
mink,,1330,2.66,0.0112845,0.0154852,0.0460032,45.212,0
mink,,1331,2.662,0.011285,0.0154848,0.0458933,45.3336,0
mink,,1332,2.664,0.0112856,0.0154844,0.0457826,45.4554,0
mink,,1333,2.666,0.0112862,0.0154841,0.0456709,45.5777,0
mink,,1334,2.668,0.0112868,0.0154837,0.0455583,45.7002,0
mink,,1335,2.67,0.0112873,0.0154833,0.0454448,45.8231,0
mink,,1336,2.672,0.0112879,0.0154828,0.0453304,45.9463,0
mink,,1337,2.674,0.0112885,0.0154824,0.045215,46.0698,0
mink,,1338,2.676,0.0112892,0.015482,0.0450987,46.1936,0
mink,,1339,2.678,0.0112898,0.0154816,0.0449815,46.3177,0
mink,,1340,2.68,0.0112904,0.0154812,0.0448633,46.4421,0
mink,,1341,2.682,0.011291,0.0154807,0.0447442,46.5669,0
mink,,1342,2.684,0.0112917,0.0154803,0.0446241,46.6919,0
mink,,1343,2.686,0.0112923,0.0154799,0.0445031,46.8173,0
mink,,1344,2.688,0.0112929,0.0154794,0.0443812,46.9429,0
mink,,1345,2.69,0.0112936,0.015479,0.0442583,47.0688,0
mink,,1346,2.692,0.0112942,0.0154785,0.0441345,47.195,0
mink,,1347,2.694,0.0112949,0.015478,0.0440097,47.3215,0
mink,,1348,2.696,0.0112955,0.0154776,0.043884,47.4483,0
mink,,1349,2.698,0.0112962,0.0154771,0.0437574,47.5753,0
mink,,1350,2.7,0.0112969,0.0154766,0.0436298,47.7026,0
mink,,1351,2.702,0.0112976,0.0154761,0.0435012,47.8302,0
mink,,1352,2.704,0.0112982,0.0154756,0.0433717,47.958,0
mink,,1353,2.706,0.0112989,0.0154752,0.0432412,48.0861,0
mink,,1354,2.708,0.0112996,0.0154747,0.0431098,48.2145,0
mink,,1355,2.71,0.0113003,0.0154742,0.0429774,48.343,0
mink,,1356,2.712,0.011301,0.0154737,0.0428441,48.4719,0
mink,,1357,2.714,0.0113017,0.0154732,0.0427098,48.6009,0
mink,,1358,2.716,0.0113023,0.0154726,0.0425746,48.7302,0
mink,,1359,2.718,0.011303,0.0154721,0.0424384,48.8597,0
mink,,1360,2.72,0.0113037,0.0154716,0.0423013,48.9895,0
mink,,1361,2.722,0.0113044,0.0154711,0.0421632,49.1194,0
mink,,1362,2.724,0.0113051,0.0154706,0.0420242,49.2496,0
